id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceTextExamples
v405-general-surgery-tahta-karin,Tahta karın,"[""Tahta karın"", ""tahta karın"", ""karın rijiditesi""]",Genel Cerrahi,Peritonit / fizik muayene,P0,14,Yaygın peritoneal irritasyona bağlı karın duvarının sert ve rijit hale gelmesidir.,"Tahta karın, peritonit ve perfore viskus gibi cerrahi akut karın tablolarında kritik muayene bulgusudur. Analjeziye rağmen sertlik, rebound ve sistemik toksisite eşlik ediyorsa izlem değil acil cerrahi değerlendirme gerekir.","Tahta karın, TUS’ta “cerrahi akut karın” sinyalidir.",Lokal hassasiyet basit inflamasyonu gösterebilir; yaygın rijidite ve rebound peritonit lehinedir.,"[""Pnömoperitoneum"", ""Peritonit"", ""Perfore peptik ülser""]","[{""sourceFilePath"": ""src/data/cases.js::v184-new-194-sag-ust-kadran-agrisi.diagnosis.answerFeedback.optionComparison.Peptik ülser perforasyonu"", ""text"": ""Perforasyonda ani başlayan yaygın peritonit, tahta karın ve serbest hava beklenir; bu olgu lokal Murphy pozitifliği ve safra kesesi USG bulgularıyla açıklanır.""}, {""sourceFilePath"": ""src/data/cases.js::v184-new-194-sag-ust-kadran-agrisi.diagnosis.answerFeedback.whyWrong.Peptik ülser perforasyonu"", ""text"": ""Perforasyonda ani başlayan yaygın peritonit, tahta karın ve serbest hava beklenir; bu olgu lokal Murphy pozitifliği ve safra kesesi USG bulgularıyla açıklanır.""}]"
v405-general-surgery-abcde-yaklasimi,ABCDE yaklaşımı,"[""ABCDE yaklaşımı"", ""ABCDE""]",Genel Cerrahi,Travma algoritması,P0,10,"Airway, Breathing, Circulation, Disability, Exposure sırasıyla yapılan travma ilk değerlendirmesidir.","ABCDE yaklaşımı, travmada ölümcül ancak düzeltilebilir sorunları en erken yakalamak için kullanılır. Hava yolu ve solunum güvenliği sağlanmadan BT veya ayrıntılı laboratuvar planlamak hatalı önceliktir.",Travma sorusunda “ilk yapılacak” soruluyorsa ABCDE sırası belirleyicidir.,Sekonder survey ayrıntılı baştan ayağa muayenedir; primer survey tamamlanmadan öncelik kazanmaz.,"[""ATLS"", ""Primer survey"", ""Tansiyon pnömotoraks""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-093-travma-sonrasi-karin-hassasiyeti.clinicalFocus"", ""text"": ""Künt karın travmasında ABCDE değerlendirmesi, hemodinamik instabilite ve pozitif FAST bulgusunu acil cerrahi kanama kontrolü kararıyla ilişkilendirme.""}, {""sourceFilePath"": ""src/data/cases.js::v174-new-093-travma-sonrasi-karin-hassasiyeti.investigations[0].label"", ""text"": ""ABCDE ve hemodinamik değerlendirme""}]"
v405-general-surgery-pankreas-basi-kanseri,Pankreas başı kanseri,"[""Pankreas başı kanseri"", ""pankreas başı kanseri"", ""pankreas başı tümörü""]",Genel Cerrahi,Pankreatobiliyer onkoloji,P0,10,Pankreasın baş bölgesinden kaynaklanan ve sıklıkla biliyer obstrüksiyonla belirti veren malignitedir.,"Pankreas başı kanseri koledoğu erken tıkadığı için ağrısız sarılık, kilo kaybı, kaşıntı, koyu idrar ve kolestatik laboratuvar paterniyle gelebilir. CA 19-9 takipte yardımcıdır ama tek başına tarama veya tanı testi değildir.",Ağrısız sarılık + kilo kaybı + safra yolu dilatasyonu pankreas başı kanserini düşündürür.,Akut kolanjitte ateş ve sepsis baskındır; pankreas başı kanserinde sinsi ağrısız obstrüktif sarılık ön plandadır.,"[""Ağrısız sarılık"", ""Biliyer obstrüksiyon"", ""Whipple ameliyatı""]","[{""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.images[0].clinicalMeaning"", ""text"": ""Pankreas başı tümörü lehinedir.""}, {""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.images[0].rawInvestigationRow"", ""text"": ""Abdominal BT | Pankreas başında koledoku daraltan kitle izlendi. | Pankreas başı tümörü lehinedir.""}]"
v405-general-surgery-atls,ATLS,"[""ATLS"", ""travma yaşam desteği""]",Genel Cerrahi,Travma algoritması,P0,2,Travma hastasında sistematik ilk değerlendirme ve önceliklendirme yaklaşımıdır.,"ATLS yaklaşımı hayatı tehdit eden sorunları tanı ve görüntülemeden önce ABCDE sırasıyla ele alır. Genel cerrahi-travma sorularında doğru cevap çoğu zaman tanı etiketinden önce hava yolu, solunum, dolaşım ve kanama kontrolü önceliğini bilmektir.",Travmada önce ABCDE; ayrıntılı tanı ve kesin tedavi hastanın stabilizasyonundan sonra gelir.,Stabil elektif hasta algoritmasıyla travma algoritması aynı değildir; ATLS öncelik sırası hayat kurtarıcıdır.,"[""ABCDE yaklaşımı"", ""Primer survey"", ""FAST pozitifliği""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::ATLS önceliği.topic"", ""text"": ""ATLS önceliği""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::ATLS önceliği.extraQuestion"", ""text"": ""ATLS’de masif dış kanama hangi basamakta kontrol edilir?""}]"
v405-general-surgery-pasif-germe-agrisi,Pasif germe ağrısı,"[""Pasif germe ağrısı"", ""pasif germe ağrısı""]",Genel Cerrahi,Kompartman sendromu,P0,2,Etkilenen kas grubunun pasif gerilmesiyle şiddetli ağrı oluşmasıdır.,Pasif germe ağrısı akut kompartman sendromunun erken ve değerli bulgularındandır. Nabızların korunması kompartman sendromunu dışlamaz; ağrı ve nörolojik bulgular daha erken uyarır.,Alçı/ezilme sonrası pasif germe ağrısı kompartman tehdidi açısından alarmdır.,Geç dönemde nabız kaybı olabilir; erken dönemde pasif germe ağrısı daha duyarlıdır.,"[""Kompartman sendromu"", ""Fasiyotomi"", ""Reperfüzyon hasarı""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Kompartman sendromu.keywords"", ""text"": ""pasif germe ağrısı; travma; gergin kompartman; parestezi""}]"
v405-general-surgery-serbest-hava,Serbest hava,"[""Serbest hava"", ""serbest hava"", ""diyafram altı serbest hava""]",Genel Cerrahi,Perforasyon görüntüleme,P1,254,Periton boşluğunda barsak lümeninden kaçan hava görülmesidir.,"Serbest hava, özellikle ani başlayan şiddetli ağrı ve peritonit bulgularıyla birlikte gastrointestinal perforasyon lehinedir. Bu bulgu klinik tabloyla birleştiğinde acil cerrahi kaynak kontrol gerektirebilir.",Akut karın + serbest hava = perforasyon alarmıdır.,Postoperatif küçük serbest hava klinikle yorumlanır; peritonit eşlik ederse acildir.,"[""Pnömoperitoneum"", ""Perfore viskus"", ""Acil laparotomi""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.answerFeedback.optionComparison.Peptik ülser perforasyonu"", ""text"": ""Perforasyonda ani başlayan yaygın peritonit ve serbest hava bulguları beklenir. Bu vakada ağrı sağ üst kadran odaklıdır ve USG safra kesesi kaynaklı inflamasyonu destekler.""}, {""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.answerFeedback.whyWrong.Peptik ülser perforasyonu"", ""text"": ""Perforasyonda ani başlayan yaygın peritonit ve serbest hava bulguları beklenir. Bu vakada ağrı sağ üst kadran odaklıdır ve USG safra kesesi kaynaklı inflamasyonu destekler.""}]"
v405-general-surgery-krepitasyon,Krepitasyon,"[""Krepitasyon"", ""krepitasyon"", ""cilt altı krepitasyon""]",Genel Cerrahi,Cerrahi enfeksiyon / gaz bulgusu,P1,224,Doku içinde gaz varlığında palpasyonla hissedilen çıtırtı benzeri bulgudur.,"Krepitasyon nekrotizan enfeksiyon, gazlı gangren veya travmatik hava kaçağı gibi durumlarda görülebilir. Yumuşak doku enfeksiyonunda krepitasyon, antibiyotikle izlemek yerine acil cerrahi değerlendirmeyi güçlendirir.",Yumuşak doku enfeksiyonu + krepitasyon = nekrotizan süreç açısından alarm.,Her krepitasyon enfeksiyon değildir; toraks travmasında subkutan amfizem de krepitasyon yapabilir.,"[""Nekrotizan fasiit"", ""Gazlı gangren"", ""Acil cerrahi debridman""]","[{""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.clinicalFocus"", ""text"": ""Nekrotizan yumuşak doku enfeksiyonunda orantısız ağrı, hızlı yayılım, sistemik toksisite ve gaz/krepitasyon bulgularını acil cerrahi kaynak kontrolü gereksinimiyle ilişkilendirme.""}, {""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.exam[2]"", ""text"": ""Palpasyonla cilt altı krepitasyon hissedilir; pasif hareketle ağrı artar, distal nabızlar alınmaktadır.""}]"
v405-general-surgery-safra-tasi,Safra taşı,"[""Safra taşı"", ""safra taşı"", ""kolelitiazis""]",Genel Cerrahi,Hepatobiliyer taş hastalığı,P1,178,Safra içinde kolesterol veya pigment içerikli taş oluşumudur.,"Safra taşı asemptomatik kalabilir, sistik kanalı tıkarsa biliyer kolik/kolesistit, koledoğa düşerse koledokolitiazis-kolanjit veya pankreatit oluşturabilir. Genel cerrahi kararında semptom, obstrüksiyon ve enfeksiyon ayrımı önemlidir.",Safra taşı + sağ üst kadran ağrısı kolesistit; sarılık/ateş eklenirse kolanjit veya koledok taşı düşün.,Safra çamuru veya polip farklıdır; taşın yaptığı klinik kanal düzeyine göre değişir.,"[""Akut kolesistit"", ""Akut kolanjit"", ""Koledok taşı""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.stem"", ""text"": ""Hasta iki gündür yemeklerden sonra artan sağ üst kadran ağrısı tariflemekte, son 12 saatte üşüme-titreme ve yüksek ateş eklenmiştir. Yakınları aynı gün gözlerinde sararma ve idrar renginde koyulaşma fark ettiklerini söylemektedir. Daha önce safra taşı tanısı almış, ancak kolesistektomi olmamıştır. Kusması azdır ve dışkıda kan tariflememektedir. Bilinen kronik karaciğer hastalığı veya yakın zamanda geçirilmiş safra yolu girişimi yoktur.""}, {""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.patientIntro.historySummary"", ""text"": ""Hasta iki gündür yemeklerden sonra artan sağ üst kadran ağrısı tariflemekte, son 12 saatte üşüme-titreme ve yüksek ateş eklenmiştir. Yakınları aynı gün gözlerinde sararma ve idrar renginde koyulaşma fark ettiklerini söylemektedir. Daha önce safra taşı tanısı almış, ancak kolesistektomi olmamıştır. Kusması azdır ve dışkıda kan tariflememektedir. Bilinen kronik karaciğer hastalığı veya yakın zamanda geçirilmiş safra yolu girişimi yoktur.""}]"
v405-general-surgery-koledok-capi-artisi,Koledok çapı artışı,"[""Koledok çapı artışı"", ""koledok çapı"", ""koledok dilatasyonu"", ""ortak safra kanalı dilatasyonu""]",Genel Cerrahi,Biliyer obstrüksiyon,P1,135,Ortak safra kanalının obstrüksiyon lehine genişlemesidir.,"Koledok çapı artışı koledok taşı, periampuller tümör veya pankreas başı kitlesi gibi distal tıkanıklıkları düşündürür. Sarılık ve kolestatik enzim yüksekliği ile birlikte ERCP/MRCP kararını etkiler.",Sarılık + ALP/GGT yüksekliği + koledok dilatasyonu ekstrahepatik obstrüksiyon lehinedir.,Sadece safra kesesi taşı kolesistit yapabilir; koledok dilatasyonu daha çok kanal obstrüksiyonunu gösterir.,"[""Koledokolitiazis"", ""Biliyer obstrüksiyon"", ""MRCP""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.investigations[6].result.values[0][1]"", ""text"": ""Koledok çapı artmış; distal koledokta ekojen odak ve akustik gölgelenme izleniyor.""}, {""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.investigations[6].result.rows[0][1]"", ""text"": ""Koledok çapı artmış; distal koledokta ekojen odak ve akustik gölgelenme izleniyor.""}]"
v405-general-surgery-lipaz-yuksekligi,Lipaz yüksekliği,"[""Lipaz yüksekliği"", ""lipaz yüksekliği"", ""yüksek lipaz""]",Genel Cerrahi,Pankreatit laboratuvarı,P1,112,Serum lipazının pankreatik inflamasyon lehine yükselmesidir.,"Akut pankreatitte lipaz, epigastrik ağrı ve görüntüleme bulgularıyla birlikte tanı koydurur. Tek başına küçük lipaz artışı her zaman cerrahi pankreatit anlamına gelmez; klinik bağlam ve eşik önemlidir.",Tipik epigastrik ağrı + belirgin lipaz yüksekliği akut pankreatit lehinedir.,Amilaz daha erken normale dönebilir; lipaz pankreatit için daha kullanışlıdır ama tek başına tüm nedeni açıklamaz.,"[""Akut pankreatit"", ""Safra taşı"", ""ERCP endikasyonu""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.explanation"", ""text"": ""Bu hastada yağlı öğün sonrası başlayan ancak saatler içinde düzelmeyen sağ üst kadran ağrısına ateş, lökositoz/CRP yüksekliği, pozitif Murphy bulgusu ve USG’de taşla birlikte duvar kalınlaşması-perikolesistik sıvı eşlik etmektedir. Bu kombinasyon geçici sistik kanal obstrüksiyonundan ibaret biliyer kolikten ziyade akut taşlı kolesistiti destekler; belirgin kolestaz, koledok dilatasyonu veya lipaz yüksekliği olmaması kolanjit, koledok taşı ve pankreatiti geri plana iter.""}, {""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.answerFeedback.summary"", ""text"": ""Bu hastada yağlı öğün sonrası başlayan ancak saatler içinde düzelmeyen sağ üst kadran ağrısına ateş, lökositoz/CRP yüksekliği, pozitif Murphy bulgusu ve USG’de taşla birlikte duvar kalınlaşması-perikolesistik sıvı eşlik etmektedir. Bu kombinasyon geçici sistik kanal obstrüksiyonundan ibaret biliyer kolikten ziyade akut taşlı kolesistiti destekler; belirgin kolestaz, koledok dilatasyonu veya lipaz yüksekliği olmaması kolanjit, koledok taşı ve pankreatiti geri plana iter.""}]"
v405-general-surgery-damar-invazyonu,Damar invazyonu,"[""Damar invazyonu"", ""damar invazyonu"", ""vasküler invazyon""]",Genel Cerrahi,Tiroid patolojisi / cerrahi karar,P1,94,Tümör hücrelerinin damar lümeni veya duvarına invaze olmasıdır.,Foliküler tiroid neoplazisinde maligniteyi belirleyen temel kriterlerden biri kapsül veya damar invazyonudur. Bu yüzden FNA sitolojisi tek başına adenomu karsinomdan ayıramaz; cerrahi histoloji gerekir.,Foliküler tiroid neoplazisinde damar/kapsül invazyonu karsinom tanısı için kritiktir.,Papiller tiroid karsinomunda nükleer özellikler tanısaldır; foliküler tümörde invazyon aranır.,"[""Foliküler tiroid neoplazisi"", ""Lobektomi"", ""Kapsül invazyonu""]","[{""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.investigations[2].result.values[2][0]"", ""text"": ""Lenfovasküler invazyon""}, {""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.investigations[2].result.values[2][1]"", ""text"": ""Kor biyopsi materyalinde belirgin lenfovasküler invazyon raporlanmamış.""}]"
v405-general-surgery-mekanik-barsak-obstruksiyonu,Mekanik barsak obstrüksiyonu,"[""Mekanik barsak obstrüksiyonu"", ""mekanik barsak obstrüksiyonu"", ""mekanik obstrüksiyon""]",Genel Cerrahi,Barsak obstrüksiyonu,P1,93,Barsak lümeninin fiziksel bir engel nedeniyle tıkanmasıdır.,"Mekanik barsak obstrüksiyonunda kolik ağrı, distansiyon, kusma ve gaz-gaita çıkaramama tipiktir. Strangülasyon veya peritonit yoksa nazogastrik dekompresyon ve sıvı-elektrolit desteğiyle izlem mümkün olabilir; iskemi bulgusu cerrahi gerektirir.",Obstrüksiyon + gaz-gaita çıkaramama + geçiş noktası mekanik tıkanıklığı düşündürür.,Paralitik ileusta mekanik geçiş noktası beklenmez; mekanik obstrüksiyonda görüntülemede transition point aranır.,"[""Gaz-gaita çıkaramama"", ""Geçiş noktası"", ""Nazogastrik dekompresyon""]","[{""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.title"", ""text"": ""Yaşlı hastada mekanik obstrüksiyon""}, {""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.learningTarget"", ""text"": ""Kolesistoenterik fistül üzerinden barsağa geçen taşın distal ileum düzeyinde mekanik obstrüksiyon oluşturabileceğini klinik ve BT bulgularıyla ayırt etme.""}]"
v405-general-surgery-gaz-gaita-cikaramama,Gaz-gaita çıkaramama,"[""Gaz-gaita çıkaramama"", ""gaz-gaita çıkaramama"", ""obstipasyon"", ""gaz çıkaramama""]",Genel Cerrahi,Barsak obstrüksiyonu / semptom,P1,75,Barsak pasajının durmasına bağlı gaz ve dışkı çıkaramama durumudur.,"Gaz-gaita çıkaramama distal barsak obstrüksiyonunu veya ilerlemiş ileusu düşündürür. Ağrı, kusma, distansiyon ve görüntülemede geçiş noktası ile birlikte mekanik obstrüksiyon tanısı güçlenir.",Karın distansiyonu + kusma + gaz-gaita çıkaramama mekanik obstrüksiyon klasiğidir.,Sadece kabızlık kronik olabilir; akut obstipasyon ve distansiyon cerrahi değerlendirme gerektirir.,"[""Mekanik barsak obstrüksiyonu"", ""Nazogastrik dekompresyon"", ""Geçiş noktası""]","[{""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.chiefComplaint"", ""text"": ""Karın şişliği, safralı kusma ve gaz-gaita çıkaramama""}, {""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.patientIntro.profile"", ""text"": ""78 yaşında kadın hasta, karın şişliği, safralı kusma ve gaz-gaita çıkaramama nedeniyle acil serviste değerlendiriliyor.""}]"
v405-general-surgery-yumusak-doku-enfeksiyonu,Yumuşak doku enfeksiyonu,"[""Yumuşak doku enfeksiyonu"", ""yumuşak doku enfeksiyonu""]",Genel Cerrahi,Cerrahi enfeksiyon,P1,70,"Cilt, subkutan doku, fasya veya kas dokusunu tutan enfeksiyon grubudur.","Yumuşak doku enfeksiyonlarında en kritik ayrım selülit gibi medikal yönetilebilen tablolar ile nekrotizan fasiit gibi acil debridman gerektiren tablolardır. Orantısız ağrı, krepitasyon, hızla ilerleme ve sistemik toksisite cerrahi alarmdır.",Orantısız ağrı ve krepitasyon varsa basit selülit gibi davranma; nekrotizan enfeksiyon düşün.,Selülitte sınırlar daha yüzeyel ve sistemik toksisite daha az olabilir; nekrotizan enfeksiyon fasyaya ilerler.,"[""Nekrotizan fasiit"", ""Krepitasyon"", ""Acil cerrahi debridman""]","[{""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.title"", ""text"": ""Yumuşak doku enfeksiyonunda hızla kötüleşme""}, {""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.clinicalFocus"", ""text"": ""Nekrotizan yumuşak doku enfeksiyonunda orantısız ağrı, hızlı yayılım, sistemik toksisite ve gaz/krepitasyon bulgularını acil cerrahi kaynak kontrolü gereksinimiyle ilişkilendirme.""}]"
v405-general-surgery-revaskularizasyon,Revaskülarizasyon,"[""Revaskülarizasyon"", ""revaskülarizasyon"", ""cerrahi revaskülarizasyon""]",Genel Cerrahi,Vasküler cerrahi,P1,55,İskemik dokuya kan akımının yeniden sağlanmasıdır.,"Revaskülarizasyon embolektomi, bypass, endovasküler girişim veya trombolizle yapılabilir. Genel cerrahi/vasküler sorularında nörolojik defisit veya tehdit altındaki ekstremite varsa zaman kritik hale gelir.",Akut ekstremite iskemisinde doku viabilitesini koruyan ana hedef revaskülarizasyondur.,Sadece analjezi veya izlem iskemi nedenini düzeltmez; kan akımı yeniden sağlanmalıdır.,"[""Akut ekstremite iskemisi"", ""Embolektomi"", ""Fasiyotomi""]","[{""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.learningTarget"", ""text"": ""Ani ağrı, soğuk-soluk ekstremite, nabız kaybı, parestezi ve motor kayıp varlığında sistemik antikoagülasyon ve acil vasküler cerrahi revaskülarizasyon hazırlığının geciktirilmemesi gerektiğini ayırt etme.""}, {""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.diagnosis.correct"", ""text"": ""Sistemik antikoagülasyon başlatıp acil vasküler cerrahi revaskülarizasyon hazırlığı yapmak""}]"
v405-general-surgery-gecis-noktasi,Geçiş noktası,"[""Geçiş noktası"", ""geçiş noktası"", ""transition point""]",Genel Cerrahi,Barsak obstrüksiyonu / görüntüleme,P1,48,Dilate barsaktan kollabe barsağa geçilen tıkanma seviyesidir.,"BT’de geçiş noktası mekanik obstrüksiyonun seviyesini ve olası nedenini gösterir. Kapalı ans, strangülasyon veya iskemi bulgularıyla birlikte cerrahi aciliyeti artırır.",Mekanik obstrüksiyonda BT’de geçiş noktası aranır.,Paralitik ileusta tüm barsakta yaygın dilatasyon olabilir; net geçiş noktası mekanik tıkanıklık lehinedir.,"[""Mekanik barsak obstrüksiyonu"", ""Strangülasyon bulgusu"", ""Kontrastlı abdominal BT""]","[{""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.diagnosis.answerFeedback.optionComparison.Paralitik ileus"", ""text"": ""Paralitik ileusta mekanik geçiş noktası, obstrüksiyon düzeyi veya ektopik intraluminal taş beklenmez; barsak sesleri genellikle azalmıştır. Bu hastada kolik ağrı, metalik barsak sesleri ve BT’de mekanik obstrüksiyon bulguları vardır.""}, {""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.diagnosis.answerFeedback.whyWrong.Paralitik ileus"", ""text"": ""Paralitik ileusta mekanik geçiş noktası, obstrüksiyon düzeyi veya ektopik intraluminal taş beklenmez; barsak sesleri genellikle azalmıştır. Bu hastada kolik ağrı, metalik barsak sesleri ve BT’de mekanik obstrüksiyon bulguları vardır.""}]"
v405-general-surgery-dis-hemoroid,Dış hemoroid,"[""Dış hemoroid"", ""dış hemoroid"", ""eksternal hemoroid""]",Genel Cerrahi,Proktoloji,P1,36,Dentat çizginin altında yer alan dış hemoroidal venöz yastıkların semptomatik genişlemesidir.,Dış hemoroid ağrı ve trombozla daha belirgin olabilir çünkü somatik innervasyon altındadır. Ani ağrılı mavi-mor kitle tromboze eksternal hemoroidi düşündürür.,Ağrılı mavi perianal kitle eksternal tromboze hemoroid için tipiktir.,İç hemoroid daha çok ağrısız parlak kırmızı kanama ve prolapsusla gelir.,"[""Tromboze eksternal hemoroid"", ""Anal kanal"", ""İç hemoroid""]","[{""sourceFilePath"": ""src/data/cases.js::v176-new-120-diskilama-sonrasi-anal-agri.exam[2]"", ""text"": ""Prolabe mor renkli tromboze dış hemoroid, fistül ağzı veya pürülan akıntı görülmez.""}, {""sourceFilePath"": ""src/data/cases.js::v176-new-120-diskilama-sonrasi-anal-agri.diagnosis.options[1]"", ""text"": ""Tromboze dış hemoroid""}]"
v405-general-surgery-neoadjuvan-tedavi,Neoadjuvan tedavi,"[""Neoadjuvan tedavi"", ""neoadjuvan tedavi"", ""ameliyat öncesi sistemik tedavi""]",Genel Cerrahi,Onkolojik cerrahi,P1,36,Cerrahi öncesinde tümörü küçültmek veya sistemik kontrol sağlamak için verilen tedavidir.,"Neoadjuvan tedavi meme, rektum, pankreas gibi birçok cerrahi onkoloji alanında rezektabiliteyi artırabilir veya meme koruyucu cerrahi şansını yükseltebilir. Tedavi yanıtı patolojik değerlendirme ve cerrahi planı etkiler.",Büyük/locally advanced tümörde ameliyat öncesi tedavi cerrahi stratejiyi değiştirebilir.,Adjuvan tedavi ameliyat sonrasında verilir; neoadjuvan tedavi ameliyattan önce verilir.,"[""Meme koruyucu cerrahi"", ""HER2 pozitifliği"", ""Onkolojik cerrahi""]","[{""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.stem"", ""text"": ""Tarama mamografisinde saptanan sol meme lezyonu nedeniyle ileri değerlendirmeye alınmıştır; hasta meme başı akıntısı, cilt kızarıklığı veya hızlı büyüyen kitle fark etmemiştir. Ailesinde erken yaşta meme ya da over kanseri öyküsü yoktur. Aksillada elle fark ettiği şişlik, kol ödemi veya ağrı tariflemiyor. Daha önce meme veya aksilla cerrahisi geçirmemiş ve neoadjuvan tedavi almamıştır. Görüntüleme sonrası yapılan kor biyopsi invaziv duktal karsinom ile uyumlu bulunmuştur.""}, {""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.patientIntro.historySummary"", ""text"": ""Aksiller şişlik, cilt inflamasyonu, daha önce aksilla cerrahisi veya neoadjuvan tedavi öyküsü yoktur; kor biyopsi invaziv duktal karsinomu doğrulamıştır.""}]"
v405-general-surgery-inguinal-herni,İnguinal herni,"[""İnguinal herni"", ""kasık fıtığı"", ""inguinal herni onarımı"", ""açık inguinal herni""]",Genel Cerrahi,Herni ve karın duvarı,P1,34,İnguinal kanaldan kasık bölgesine doğru periton kesesi veya karın içi içeriğin fıtıklaşmasıdır.,"Genel cerrahide inguinal herni; ağrılı-sert, redükte edilemeyen ve kusma/obstrüksiyon bulgusu yapan durumda inkarsere veya strangüle kabul edilir. TUS mantığında amaç yalnız şişliği tanımak değil, redüksiyon denenip denenmeyeceğini ve acil cerrahi gerekip gerekmediğini ayırmaktır.","Kasık şişliği + kusma + redükte edilememe varsa sıradan elektif herni değil, strangülasyon/obstrüksiyon riski düşünülür.",Femoral herni kadınlarda ve inguinal ligament altında daha sık strangüle olur; inguinal herni daha sık görülür ama her ağrılı kasık şişliği elektif değildir.,"[""İnkarsere herni"", ""Strangüle herni"", ""İnguinal kanal"", ""Femoral herni""]","[{""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.clinicalFocus"", ""text"": ""Komplikasyonlu kasık fıtığında obstrüksiyon ve strangülasyon riskini acil operatif karar düzeyiyle ilişkilendirme.""}, {""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.investigations[0].label"", ""text"": ""Komplikasyonlu kasık fıtığı klinik değerlendirmesi""}]"
v405-general-surgery-nazogastrik-dekompresyon,Nazogastrik dekompresyon,"[""Nazogastrik dekompresyon"", ""nazogastrik dekompresyon"", ""NG dekompresyon"", ""nazogastrik sonda""]",Genel Cerrahi,Barsak obstrüksiyonu / destek tedavi,P1,32,Mide ve proksimal barsak içeriğinin nazogastrik tüple boşaltılmasıdır.,"Nazogastrik dekompresyon obstrüksiyonda kusmayı, aspirasyon riskini ve proksimal distansiyonu azaltır. Ancak strangülasyon, iskemi veya peritonit varsa definitif cerrahinin yerine geçmez.",Basit obstrüksiyonda NG dekompresyon destek basamağıdır; iskemi bulgusunda cerrahi geciktirilmez.,NG sonda semptomu azaltır; obstrüksiyon nedenini ortadan kaldırmayabilir.,"[""Mekanik barsak obstrüksiyonu"", ""Strangülasyon bulgusu"", ""Sıvı resüsitasyonu""]","[{""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.diagnosis.correct"", ""text"": ""Nazogastrik dekompresyon, intravenöz sıvı-antibiyotik hazırlığı ve acil operatif onarım""}, {""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.diagnosis.options[1]"", ""text"": ""Nazogastrik dekompresyon, intravenöz sıvı-antibiyotik hazırlığı ve acil operatif onarım""}]"
