id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v401-pathology-fibrin-benzeri-materyal,Fibrin benzeri materyal,Fibrin benzeri materyal,Tıbbi Patoloji,Vasküler patoloji,P1,Damar duvarı hasarında plazma proteinleri ve fibrinin oluşturduğu parlak eozinofilik birikimdir.,"Fibrinoid nekrozda damar duvarına sızan plazma proteinleri, immün kompleksler ve fibrin parlak pembe bir görünüm oluşturur. Vaskülit ve malign hipertansiyon bu bulgunun klasik bağlamlarıdır.",Damar duvarında parlak eozinofilik fibrin benzeri materyal = fibrinoid nekroz.,Amiloid ekstraselüler protein birikimidir; fibrinoid materyal damar duvarı hasarı ve immün komplekslerle ilişkilidir.,Fibrinoid nekroz | Vaskülit | Malign hipertansiyon,111,"Kresent oluşumu ve fibrinoid nekroz || Kresent ve fibrinoid nekroz hızlı ilerleyen glomerülonefriti düşündürür; burada kreatinin normaldir, eritrosit silendiri yoktur ve nefrotik sendrom bulguları baskındır."
v401-pathology-vaskulit,Vaskülit,Vaskülit,Tıbbi Patoloji,Vasküler patoloji,P0,Damar duvarında inflamasyon ve hasarla seyreden patolojik süreçtir.,"Vaskülitte damar duvarı inflamasyonu lümen daralması, tromboz, iskemi veya kanamaya yol açabilir. İmmün kompleks aracılı tiplerde fibrinoid nekroz tipik morfolojik ipucudur.",Damar duvarı + immün kompleks + fibrinoid nekroz birlikte vasküliti düşündürür.,Ateroskleroz lüminal plak ve kronik intimal süreçtir; vaskülit damar duvarında aktif inflamasyonla ayrılır.,Fibrinoid nekroz | İmmün kompleks | Damar duvarı,335,Subepitelyal immün kompleks birikimleri || Kresent oluşumu ve fibrinoid nekroz
v401-pathology-malign-hipertansiyon-arteriolopatisi,Malign hipertansiyon arteriolopatisi,malign hipertansiyon | Malign hipertansiyon arteriolopatisi,Tıbbi Patoloji,Vasküler patoloji,P1,Ağır hipertansiyonda arteriol duvarında fibrinoid nekroz ve hiperplastik değişiklikle seyreden hasardır.,Malign hipertansiyon endotel hasarı ve plazma protein sızıntısı oluşturarak arteriol duvarında fibrinoid nekroza yol açabilir. Böbrekte “onion-skin” benzeri hiperplastik arterioloskleroz eşlik edebilir.,Malign HT + arteriol + fibrinoid nekroz ifadesi hipertansif vasküler hasarı gösterir.,Benign hipertansiyonda hiyalin arterioloskleroz; malign hipertansiyonda fibrinoid nekroz ve hiperplastik arterioloskleroz daha tipiktir.,Fibrinoid nekroz | Arteriol | Endotel hasarı,98,"Kresent oluşumu ve fibrinoid nekroz || Kresent ve fibrinoid nekroz hızlı ilerleyen glomerülonefriti düşündürür; burada kreatinin normaldir, eritrosit silendiri yoktur ve nefrotik sendrom bulguları baskındır."
v401-pathology-endotel-hasari,Endotel hasarı,Endotel hasarı,Tıbbi Patoloji,Hemodinamik bozukluklar,P1,Damar iç yüzeyinin hasarlanarak tromboz ve inflamasyona zemin hazırlamasıdır.,"Endotel antitrombotik yüzeyin temelidir; hasarlandığında trombosit adezyonu, koagülasyon aktivasyonu ve damar duvarına protein sızıntısı artar. Virchow triadının temel bileşenlerinden biridir.","Tromboz sorusunda endotel hasarı, staz ve hiperkoagülabilite ile birlikte düşünülür.",Endotel disfonksiyonu fonksiyon bozukluğunu; endotel hasarı yapısal yüzey bozulmasını vurgular.,Tromboz | Virchow triadı | Fibrinoid nekroz,142,"Kresent oluşumu ve fibrinoid nekroz || Kresent ve fibrinoid nekroz hızlı ilerleyen glomerülonefriti düşündürür; burada kreatinin normaldir, eritrosit silendiri yoktur ve nefrotik sendrom bulguları baskındır."
v401-pathology-apoptotik-cisimcik,Apoptotik cisimcik,Apoptotik cisimcik,Tıbbi Patoloji,Hücre ölümü / apoptoz,P0,Apoptozda hücrenin membranla çevrili küçük parçalara ayrılmış formudur.,"Apoptoz sırasında hücre küçülür, kromatin yoğunlaşır ve membran bütünlüğü korunarak apoptotik cisimcikler oluşur. Bu parçalar fagosite edildiği için belirgin inflamasyon beklenmez.",Apoptoz = apoptotik cisimcik + membran bütünlüğü + inflamasyon yokluğu.,Nekrozda membran rüptürü ve inflamasyon vardır; apoptozda membranlı cisimcikler ve sessiz fagositoz vardır.,Apoptoz | Kaspaz | İnflamasyon yokluğu,126,"p21, p53 aracılı hücre döngüsü arrestinin temel efektör CDK inhibitörüdür. Cyclin D CDK aktivasyonuyla proliferasyonu destekler; MDM2 p53’ü negatif düzenleyen ubiquitin ligazdır; BCL-2 antiapoptotik, MYC ise proliferatif transkripsiyon faktörüdür. P53 DNA h... || Yanlıştır; mitokondriyal apoptozu baskılayan antiapoptotik proteindir."
v401-pathology-intrinsik-apoptoz-yolu,İntrinsik apoptoz yolu,intrinsik apoptoz | İntrinsik apoptoz yolu,Tıbbi Patoloji,Hücre ölümü / apoptoz,P0,Mitokondri aracılı sitokrom c salınımı ve kaspaz aktivasyonu ile ilerleyen apoptoz yoludur.,"DNA hasarı, büyüme faktörü eksikliği veya hücresel stres BAX/BAK aracılığıyla mitokondri dış membran permeabilitesini artırır. Sitokrom c salınımı apoptosomu ve kaspaz-9 aktivasyonunu başlatır.",Mitokondri + sitokrom c + kaspaz-9 = intrinsik apoptoz yolu.,Ekstrinsik yol ölüm reseptörü ve kaspaz-8 üzerinden; intrinsik yol mitokondri ve kaspaz-9 üzerinden ilerler.,Sitokrom c | BAX | Kaspaz 9,21,Mitokondriyal sitokrom c salınımının artması ve apoptozun hızlanması || Yanlıştır. Sitokrom c salınımı intrinsik apoptoz yolunun parçasıdır. RB kaybı apoptozu hızlandırmaktan çok proliferatif kontrolün kaybına neden olur.
v401-pathology-kaspaz-9,Kaspaz 9,Kaspaz 9,Tıbbi Patoloji,Hücre ölümü / apoptoz,P1,İntrinsik apoptoz yolunda apoptosomla aktive olan başlatıcı kaspazdır.,Sitokrom c salınımı Apaf-1 ile apoptosom oluşumunu tetikler ve kaspaz-9’u aktive eder. Kaspaz-9 daha sonra yürütücü kaspazları etkinleştirerek apoptotik morfolojiyi oluşturur.,Kaspaz-9 intrinsik; kaspaz-8 ekstrinsik apoptoz yoluyla ilişkilidir.,Kaspazlar apoptozda kontrollü parçalanmayı sağlar; nekrozda temel olay membran yırtılması ve inflamasyondur.,İntrinsik apoptoz yolu | Sitokrom c | Apoptotik cisimcik,47,"Apoptoz programlı hücre ölümüdür; kaspaz aktivasyonu, hücre büzüşmesi, kromatin yoğunlaşması ve apoptotik cisimcik oluşumu ile seyreder. Membran bütünlüğünün korunması inflamasyonu sınırlar; hücre şişmesi ve membran rüptürü nekroza daha özgüdür. || Apoptoz programlı hücre ölümüdür; kaspaz aktivasyonu, hücre büzüşmesi, kromatin yoğunlaşması ve apoptotik cisimcik oluşumu ile seyreder. Membran bütünlüğünün korunması inflamasyonu sınırlar; hücre şişmesi ve membran rüptürü nekroza daha özgüdür."
v401-pathology-beta-pleated-sheet-yapisi,Beta-pleated sheet yapısı,beta-pleated sheet | Beta-pleated sheet yapısı,Tıbbi Patoloji,Protein birikimleri,P0,Amiloid proteinlerinin katlanarak oluşturduğu dayanıklı fibriler konformasyondur.,Amiloid fibrilleri beta-pleated sheet yapısı nedeniyle dokuda çözünmeyen ekstraselüler birikim oluşturur. Congo red ile boyanıp polarize ışıkta elma yeşili çift kırınım göstermesi bu yapıyla ilişkilidir.,Amiloid = beta-pleated sheet + Congo red + elma yeşili çift kırınım.,Hiyalin görünüm genel pembe proteinöz görünümü anlatır; amiloid özel beta-pleated sheet yapısı ve Congo red pozitifliğiyle ayrılır.,Amiloid | Congo red | Elma yeşili çift kırınım,153,Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir. || Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir.
v401-pathology-al-amiloidoz,AL amiloidoz,AL amiloidoz,Tıbbi Patoloji,Protein birikimleri,P0,İmmünoglobulin hafif zincirlerinden gelişen amiloidoz tipidir.,"AL amiloidoz plazma hücre diskrazilerinde hafif zincir üretiminin artmasıyla oluşur. Kalp, böbrek ve dil gibi dokularda ekstraselüler amiloid birikimi yapabilir.",Multiple miyelom/plazma hücre diskrazisi + hafif zincir = AL amiloidoz.,AA amiloidoz kronik inflamasyonda serum amyloid A’dan gelişir; AL hafif zincir kökenlidir.,Hafif zincir | Plazma hücre diskrazisi | Amiloid,145,Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir. || Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir.
v401-pathology-aa-amiloidoz,AA amiloidoz,AA amiloidoz,Tıbbi Patoloji,Protein birikimleri,P1,Kronik inflamasyona bağlı serum amyloid A’dan gelişen sekonder amiloidoz tipidir.,Uzun süren inflamatuvar hastalıklarda karaciğerden SAA üretimi artar ve yanlış katlanan protein dokularda AA amiloid olarak birikir. Böbrek tutulumu sık klinik sonuçlardan biridir.,Kronik inflamasyon + SAA kökenli amiloid = AA amiloidoz.,AL amiloidoz plazma hücre/hafif zincir; AA amiloidoz kronik inflamasyon/SAA kökenlidir.,Kronik inflamasyon | Amiloid | Böbrek tutulumu,185,Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir. || Bu bulgu amiloidoz için karakteristiktir ve amorf ekstrasellüler protein birikimini gösterir. Bu vakada temel veri subepitelyal immün kompleks lokalizasyonudur; amiloid birikimi veya sistemik amiloidoz bağlamı verilmemiştir.
v401-pathology-plazma-hucre-diskrazisi,Plazma hücre diskrazisi,Plazma hücre diskrazisi,Tıbbi Patoloji,Hematopatoloji,P1,Klonal plazma hücrelerinin immünoglobulin veya hafif zincir ürettiği hastalık grubudur.,"Plazma hücre diskrazilerinde monoklonal protein ve hafif zincir üretimi artabilir. Bu durum multiple miyelom, AL amiloidoz ve Bence Jones proteinürisi gibi tablolarla ilişkilidir.",AL amiloidoz veya M protein sorusunda plazma hücre diskrazisini düşün.,Reaktif plazmasitoz poliklonaldir; diskrazi klonal monoklonal protein üretimiyle ayrılır.,AL amiloidoz | Hafif zincir | M proteini,14,AL amiloidoz || hafif zincir
v401-pathology-karsinoma-in-situ,Karsinoma in situ,CIS | Karsinoma in situ,Tıbbi Patoloji,Neoplazi / tümör biyolojisi,P0,Bazal membranı aşmadan epitel içinde sınırlı kalan malign epitelyal proliferasyondur.,Karsinoma in situ hücrelerde malign sitolojik atipi içerir ancak invazyon yoktur. Bazal membran aşılırsa invaziv karsinom tanısı konur.,Karsinoma in situ = malign hücre + epitel içinde sınırlı + bazal membran sağlam.,Displazi preinvaziv atipi spektrumudur; invaziv karsinomda bazal membran aşılmıştır.,Bazal membran | Displazi | İnvazyon,292,Yüzey epitelinde trofozoit tutunması ve belirgin villus invazyonu olmaması || Glomerüler bazal membranda çift kontur görünümü
v401-pathology-premalign-lezyon,Premalign lezyon,Premalign lezyon,Tıbbi Patoloji,Neoplazi / tümör biyolojisi,P1,Kanser gelişme riski artmış ancak invaziv malignite olmayan öncül lezyondur.,"Premalign lezyonlar genellikle displazi, metaplazi zemininde displazi veya in situ değişiklikler içerir. Klinik önemi izlem veya tedaviyle invaziv kansere ilerleme riskinin azaltılmasıdır.",Barrett özofagusu gibi premalign lezyonlarda asıl risk displazi ve adenokarsinom gelişimidir.,Benign lezyon her zaman premalign değildir; premalign lezyon kanserleşme potansiyeli taşıdığı için izlenir.,Displazi | Metaplazi | Karsinoma in situ,228,"Kolorektal adenokarsinomu adenomda yüksek dereceli displazi, inflamatuvar/iskemik striktür ve lenfoid tümörlerden morfolojik invazyon mantığıyla ayırabilme. || Biyopside atipik glandüler proliferasyonun stromal invazyon ve desmoplastik yanıtla birlikte görülmesi, yalnız yüzey displazisinden daha ileri bir patolojik süreci gösterir."
v401-pathology-bazal-membran,Bazal membran,basement membrane | Bazal membran,Tıbbi Patoloji,Neoplazi / tümör biyolojisi,P0,"Epitel ile alttaki stromayı ayıran, invazyon sınırı olarak kullanılan matriks tabakasıdır.","Epitel tümörlerinde bazal membranın sağlam kalması in situ lezyonu, aşılması invaziv karsinomu destekler. Bu nedenle patolojide invazyon değerlendirmesinin temel morfolojik sınırıdır.",Bazal membran aşılmadıysa in situ; aşıldıysa invaziv karsinom düşünülür.,Basement membrane kaybı invazyonu gösterir; epitel içi atipi tek başına metastaz kapasitesi anlamına gelmez.,Karsinoma in situ | İnvaziv karsinom | Stroma,343,Glomerüler bazal membranda çift kontur görünümü || Perilezyonel sağlam görünümlü deride intersellüler balık ağı tarzı IgG/C3 birikimi keratinositler arası otoimmüniteyi destekler; bazal membran boyunca lineer patern izlenmez.
v401-pathology-orphan-annie-nukleusu,Orphan Annie nükleusu,Orphan Annie | Orphan Annie eye nuclei | Orphan Annie nükleusu,Tıbbi Patoloji,Endokrin patoloji,P0,"Papiller tiroid karsinomunda görülen optik olarak boş, soluk nükleer görünümüdür.",Papiller tiroid karsinomunda nükleer clearing nedeniyle nükleus boş/şeffaf izlenir. Nükleer groove ve psammoma cisimcikleriyle birlikte tanısal ipucu değerindedir.,Orphan Annie nükleusu + nükleer groove + psammoma cisimciği = papiller tiroid karsinomu.,Folliküler karsinomda tanı kapsül/damar invazyonuna dayanır; papiller karsinomda nükleer özellikler öne çıkar.,Papiller tiroid karsinomu | Nükleer groove | Psammoma cisimciği,86,"Papiller tiroid karsinomunda mikrokalsifikasyon, lenfatik yayılım ve nükleer sitoloji özelliklerini ayırt ettirici patoloji bulgusuyla ilişkilendirme. || Papiller tiroid karsinomunun nükleer özelliklerini ve psammoma cisimciklerini medüller, folliküler, anaplastik ve inflamatuvar tiroid lezyonlarından ayırt edebilme."
v401-pathology-nukleer-groove,Nükleer groove,nükleer yarıklanma | Nükleer groove,Tıbbi Patoloji,Endokrin patoloji,P1,Nükleusta çizgi/yarık şeklinde katlantı görünümüdür.,Papiller tiroid karsinomunda nükleer zar katlantıları nükleer groove olarak görülür. Orphan Annie nükleusu ve psammoma cisimciğiyle birlikte tanı değerini artırır.,Nükleer groove papiller tiroid karsinomunun klasik nükleer bulgularındandır.,Nükleer pleomorfizm genel malignite bulgusudur; nükleer groove papiller tiroid yönünde daha spesifik ipucudur.,Papiller tiroid karsinomu | Orphan Annie nükleusu | Psammoma cisimciği,82,"Papiller tiroid karsinomunda mikrokalsifikasyon, lenfatik yayılım ve nükleer sitoloji özelliklerini ayırt ettirici patoloji bulgusuyla ilişkilendirme. || Papiller tiroid karsinomunun nükleer özelliklerini ve psammoma cisimciklerini medüller, folliküler, anaplastik ve inflamatuvar tiroid lezyonlarından ayırt edebilme."
v401-pathology-psammoma-cisimcigi,Psammoma cisimciği,Psammoma cisimciği,Tıbbi Patoloji,Tümör morfolojisi,P0,Konsantrik lameller kalsifikasyon odağıdır.,Psammoma cisimcikleri papiller tiroid karsinomu başta olmak üzere papiller seröz tümörlerde görülebilir. Nekrotik papiller uçlar üzerinde distrofik kalsifikasyon gelişmesiyle oluşur.,Papiller yapı + psammoma cisimciği tiroid ve over seröz tümörlerinde sınav ipucudur.,Keratin incisi skuamöz diferansiyasyonu; psammoma cisimciği lameller kalsifikasyonu gösterir.,Papiller tiroid karsinomu | Distrofik kalsifikasyon | Papiller tümör,76,"Papiller tiroid karsinomunda mikrokalsifikasyon, lenfatik yayılım ve nükleer sitoloji özelliklerini ayırt ettirici patoloji bulgusuyla ilişkilendirme. || Papiller tiroid karsinomunun nükleer özelliklerini ve psammoma cisimciklerini medüller, folliküler, anaplastik ve inflamatuvar tiroid lezyonlarından ayırt edebilme."
v401-pathology-lenfatik-yayilim,Lenfatik yayılım,Lenfatik yayılım,Tıbbi Patoloji,Neoplazi / yayılım,P1,Tümör hücrelerinin lenf damarları ve lenf nodları üzerinden yayılmasıdır.,Karsinomlar sıklıkla bölgesel lenf nodlarına lenfatik yolla yayılır. Papiller tiroid karsinomu için servikal lenf nodu yayılımı klasik bir örnektir.,Karsinomlar lenfatik; sarkomlar daha çok hematolojik yayılım eğilimindedir.,Hematolojik yayılım kan damarlarıyla uzak organ metastazını; lenfatik yayılım bölgesel nod tutulumunu vurgular.,Metastaz | Lenf nodu | Papiller tiroid karsinomu,193,"Servikal lenf nodu ile saptanan tiroid nodülü || Papiller tiroid karsinomunda mikrokalsifikasyon, lenfatik yayılım ve nükleer sitoloji özelliklerini ayırt ettirici patoloji bulgusuyla ilişkilendirme."
v401-pathology-kapsul-invazyonu,Kapsül invazyonu,Kapsül invazyonu,Tıbbi Patoloji,Endokrin patoloji,P0,Tümörün çevresindeki kapsül yapısını aşarak dışarı ilerlemesidir.,Folliküler tiroid karsinomunda malignite tanısı sitolojik atipiden çok kapsül ve/veya damar invazyonunun gösterilmesine dayanır. Bu nedenle kapsül invazyonu folliküler adenom-karsinom ayrımında kritiktir.,Folliküler tiroid tümöründe kapsül/damar invazyonu yoksa karsinom denmez.,Papiller tiroid karsinomunda nükleer özellikler; folliküler karsinomda kapsül/damar invazyonu belirleyicidir.,Folliküler karsinom | Damar invazyonu | Tiroid nodülü,63,Servikal lenf nodu ile saptanan tiroid nodülü || tiroid nodülü ve servikal lenf nodu nedeniyle endokrinoloji/endokrin cerrahi
